index,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;;;,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Deferribacterota;Deferribacteres;Deferribacterales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;;,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,;;;,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Firmicutes;Bacilli;,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27,Bacteria;Bacteroidota;Bacteroidia;,Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Firmicutes;Bacilli;Acholeplasmatales
HB,0.6026046847301986,0.18036765266367558,0.00780561738210417,0.061165233178343034,0.05815693389872388,7.02276897054999e-05,3.6527970242073793,0.0,0.20951100087254565,0.00428477682214522,0.011486422363088439,0.09246870425772202,0.005233360688055768,0.00011440697741096349,0.00033303358180441123,0.007363224492045418,0.0013244089790553572,0.00817741256156872,2.3757259982403535e-05,0.02880877691924,4.6028456034154904e-05,0.010334452225706435,0.0,0.004966043715091909,0.0001514037769954711,0.0,3.097747030961764e-05,0.00014853156828640898,0.008583880276486995,0.0007379001538193804,0.0002843401399131638,0.03726119194099287,0.00024577477679227784,0.0031528474756479423,0.0,0.00010195919095028009,5.641203349263017e-05,0.0,0.0,0.0003756090559134353,1.5894587098363652e-05,0.0007945117572460999,2.291860838209904e-05,0.0002014715481879649,0.00029691233569255484,0.0,1.5894587098363652e-05,2.291860838209904e-05,0.0,3.12896009011405e-05,0.0,0.0,2.4176585782555787e-05
N,1.7583391886866757,0.38282642481672946,0.0005918246682762422,0.1355537054337647,0.05791388992424955,8.994675838997321e-05,0.8237588347910554,6.785555781814203e-05,0.3739179905048353,0.010305794098051897,0.013788497050014477,0.12787218241131842,0.013974115159408069,0.0005646172717825923,3.307100981973806e-05,0.0034157774742489934,0.002173110280365258,0.011913409556121902,0.00022939841542158902,0.013105303448055631,7.629537052473829e-05,0.014368894583982285,0.0001661196976657789,0.005952594784752129,0.00021540624820933114,7.38582741783267e-05,0.0001234642087762318,0.0008670450333822215,0.012788994635744485,0.0031533422394330298,0.00033046324147315107,1.2294037982005217,0.00030454180141390445,0.0,6.971593125007017e-05,9.825034796693615e-05,0.0002579857070439648,3.307100981973806e-05,2.7056521072520496e-05,7.67855908945907e-05,5.411304214504099e-05,0.0,9.433535597617909e-05,0.0004585031603366535,0.0003198190804401511,9.018840357506832e-06,0.0,0.0,1.665806000233213e-05,2.254825326198064e-05,9.076144436558503e-05,1.7718715393134e-05,9.390330321244209e-05
