id	clr	W
0009500141a487c26f6ed24edaf092db	-0.5034010391472754	0
0034256db45661b785955c9d39b0d9a3	-0.8229506855375082	1
00531f20e8a2515fad1961e6f2460ff9	-0.21404619799282326	3
008fc741e40e12fa5c01b0f8f5638912	0.36402815358640983	2
00984c820cf4a1dba1b644052cc7109d	0.984246711428773	0
00a471703789d34768b33bb918725966	-0.2951392196144563	2
00a73a419904c7c8b7d699c0ee297bd7	2.227622671801413	0
00ad2caf35cda06a6730462bc3e3006e	0.0632126742311549	0
00bcc52c10becda0cd666d0a05a34bb5	-1.0191165361398533	1
00c40c2851f8a1ec878f85224aa5ecd0	-0.2951392196144563	1
00c9572f53f1fd22def466ca5827aa23	-2.285916725888349	0
00cef59637761e5a6af76e5ddb188ebc	0.0632126742311549	3
012cb5fa4c6ee728f13b501d5f4bf7e5	0.14430569585278763	3
0148b03808276881b17c690e128f8ca0	0.14430569585278763	1
0151881672df380502272b81430237bb	-0.2715826124831796	0
0156b5fc9e8e0553f2531a770563f664	0.0632126742311549	3
0177cae9e38135feed7f1e2a655c2352	0.2829351319647767	0
01a0da860a319ea40ac9dd8fd8d5fade	-0.10403693060896907	0
01a825e9da3f6185a808669ca1e697b3	0.08227471019201979	0
01ba3a1200470b677fdaadbd16bb6e2c	1.3631700823623254	0
01dadf1789cca6e76495b5cad969e211	0.35688453706599355	0
021e3963520622e4063dafd91d7210f0	0.0632126742311549	3
0236adb2e1e60c5cec6fb95e0c073edc	2.3179790453662203	0
023bc8406953353ce4995c06e530e5c7	-0.21404619799282326	3
0240c01c13ca0a0bb11aad7cc635e254	1.0518979831117157	0
0241a273b98774a05a0beba1fe2d2653	0.14430569585278763	0
024f5d52c258f343ff50d4290d7eadec	0.9882072368880093	2
025309c4ea59a3eb42e8e67308ed743e	-0.5549958164405083	0
02591e7bc4d16b2b09d3f563e3cb3f18	-0.6299345063287904	0
025cb4a6b7f1bc38dbf953419bb85508	0.14430569585278763	1
0269506f7ddfa6da9160c60fa567910e	2.1033339469387897	0
029fc3f69ee848529f2f3b13a383e3c0	-0.35267563410481234	1
02c7b9741b1d76fb3d791ff9b016a27d	-1.1360556306063425	3
02f98f242ead805110a83add0fe29573	0.698823440300744	0
030884d44a9d5be82b7144617ac48c46	0.40416229267883963	0
030a9f56d23cae25293cce6ad0d93a91	-0.2448763339582747	0
03328e86b4f504ff920d9597b0f16ff0	-0.21404619799282326	3
0368f0e87fb0359b91e3f048ca8ee644	0.03650639570625032	0
0370fbd4432e007b8989a4bd3c0c33ef	-0.8322546886644865	0
0377b92850906f71a355300c88f82ece	-0.4129951733653343	0
038b2753f0493640a2a9cfc640c82ab4	-0.7806888668040667	4
038ebf6f342c496a2a0424e94272736d	1.893737976188296	0
03a8724189ec63fa566180fc48da9639	-0.21404619799282326	3
03ac44f997a94e55290885122c40d3d4	0.4215645680767662	2
03d8f0eb56a1de04445206de29c54bb6	-0.35267563410481234	1
03dd1494a942c03a7fd5815ee511de4e	-0.295139219614456	3
03fa9b45a1bfe57599dc43eb75519782	-0.21404619799282326	3
041df1edef776b531de5f9aec8f8838b	-0.21404619799282326	3
042b64efba5465988630af6c362e0edd	-0.21404619799282326	3
04303bc87106d4a74e88506423e3f1a2	-0.3973043443676541	2
04307017d7de063c1c277d06b9c7ff06	-0.21404619799282326	3
043a7b44cdd5cb5513d48cb4a8bd53e0	0.0632126742311549	3
