Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	HB	HB	HB	HB	HB	N	N	N	N	N
0377b92850906f71a355300c88f82ece	1.0	1.0	13.0	34.0	37.0	1.0	1.0	1.0	48.0	63.0
793929587b93e71a3b11e9cd667bea5e	1.0	1.0	10.0	17.0	19.0	1.0	16.0	16.0	20.0	22.0
fac509d97205151ffdb2d9384afbb4db	1.0	1.0	1.0	3.0	8.0	1.0	1.0	1.0	1.0	1.0
26fb1d3ebb5837c9cc111c418301cb74	1.0	1.0	1.0	6.0	8.0	1.0	1.0	1.0	12.0	13.0
8250eddb312a2ce9a9eebfe1ce3c5f35	1.0	1.0	12.0	23.0	40.0	1.0	18.0	22.0	34.0	81.0
7769912c9b87f31e492549bb6701b064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	12.0
bf0d7a085f85a61dd0af64048773a9ca	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	1.0	53.0
f04e8fe08d90c365e0c663acc8c188ae	1.0	1.0	22.0	55.0	77.0	1.0	1.0	1.0	1.0	1.0
81ffb0cf8b29ed2e5e088cb1642b284a	1.0	1.0	1.0	1.0	7.0	1.0	1.0	6.0	15.0	22.0
bfb7c5345d0dcaf08696d397829b0f2b	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0
28f097a2566679cf36efb11089424afa	1.0	1.0	1.0	1.0	21.0	1.0	1.0	8.0	23.0	24.0
03ac44f997a94e55290885122c40d3d4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0
fae02f58870bbd3900cfa5b0eddbf77c	8.0	13.0	14.0	26.0	37.0	9.0	24.0	60.0	70.0	108.0
18852195be38fefc42daf2adbaeed890	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
c8e45d8df934542f76440cf6b65549eb	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
21e96135fe967c6441b9e50968ecb013	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
