id	clr	W
;;	-3.2299246274934252	1
Bacteria;;	-3.4275323988236432	2
Bacteria;Actinobacteriota;Actinobacteria	0.9615196745148809	1
Bacteria;Actinobacteriota;Coriobacteriia	0.7051612814504871	1
Bacteria;Actinobacteriota;Thermoleophilia	0.10251662297803055	1
Bacteria;Bacteroidota;Bacteroidia	0.8713212036432756	1
Bacteria;Bdellovibrionota;Bdellovibrionia	0.10251662297803099	2
Bacteria;Campylobacterota;Campylobacteria	0.3535545775571849	0
Bacteria;Cyanobacteria;Vampirivibrionia	0.9213855354224512	1
Bacteria;Deferribacterota;Deferribacteres	0.6570343674259873	1
Bacteria;Desulfobacterota;Desulfovibrionia	-0.21837114521279555	1
Bacteria;Elusimicrobiota;Elusimicrobia	0.05225373732184968	1
Bacteria;Firmicutes;	0.46086851682364127	0
Bacteria;Firmicutes;Bacilli	0.35861448383414896	1
Bacteria;Firmicutes;Clostridia	0.4793809050136604	1
Bacteria;Firmicutes;Negativicutes	-1.3077772139543438	1
Bacteria;Patescibacteria;Saccharimonadia	0.8354260936689122	0
Bacteria;Proteobacteria;Alphaproteobacteria	-0.2133951195320425	1
Bacteria;Proteobacteria;Gammaproteobacteria	-1.5350061880378627	10
Bacteria;Spirochaetota;Spirochaetia	0.007625027059006584	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae	3.0628280433625696	8
