Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	HB	HB	HB	HB	HB	N	N	N	N	N
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	8376.0	14075.0	14524.0	17938.0	22674.0	21508.0	32877.0	48968.0	50557.0	55800.0
Bacteria;Firmicutes;Clostridia;Lachnospirales	2718.0	3395.0	4563.0	5301.0	7437.0	6888.0	7172.0	7398.0	8560.0	15234.0
Bacteria;;;	9.0	116.0	132.0	342.0	436.0	1.0	2.0	3.0	3.0	74.0
Bacteria;Firmicutes;Clostridia;Oscillospirales	1047.0	1074.0	1630.0	1961.0	2282.0	1415.0	2431.0	3372.0	3992.0	4845.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	179.0	1309.0	1621.0	2005.0	2538.0	1.0	4.0	1441.0	2157.0	3753.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	1.0	1.0	4.0	4.0	4.0	1.0	1.0	4.0	5.0	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	83407.0	84682.0	94278.0	96405.0	120576.0	15627.0	20134.0	20373.0	20415.0	22029.0
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0
Bacteria;Firmicutes;Bacilli;Lactobacillales	3641.0	3645.0	4612.0	5167.0	10410.0	5744.0	6117.0	8506.0	8667.0	15901.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	57.0	84.0	87.0	97.0	232.0	101.0	217.0	221.0	303.0	390.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales	125.0	263.0	300.0	301.0	546.0	136.0	332.0	345.0	383.0	430.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	550.0	770.0	2263.0	3795.0	4363.0	2506.0	2707.0	2787.0	3157.0	4041.0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	95.0	123.0	127.0	155.0	185.0	224.0	243.0	250.0	387.0	555.0
