id	clr	W
;;;	-3.256319134890829	1
Bacteria;;;	-3.4539269062210476	2
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	0.13365853007098316	1
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales	0.4109174022949613	0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales	0.522840559882046	1
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales	0.35750484524515214	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	0.6787667740530834	1
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales	0.07612211558062709	1
Bacteria;Bacteroidota;Bacteroidia;	-0.004970906041005918	1
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	0.8451051032931414	1
Bacteria;Bacteroidota;Bacteroidia;Cytophagales	-0.2764798956077872	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	0.5941755486697922	1
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales	0.07612211558062709	1
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales	0.3271600701597812	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales	0.8949910280250473	0
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales	0.6306398600285834	1
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales	-0.24476565261019867	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales	0.02585922992444578	1
Bacteria;Firmicutes;;	0.4344740094262378	0
Bacteria;Firmicutes;Bacilli;	0.29584457331424874	1
Bacteria;Firmicutes;Bacilli;Acholeplasmatales	0.4920104239165941	0
Bacteria;Firmicutes;Bacilli;Bacillales	-1.0743924121844999	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales	-0.05176534516857423	1
Bacteria;Firmicutes;Bacilli;Lactobacillales	0.36171338791252694	1
Bacteria;Firmicutes;Bacilli;RF39	0.7678755622773537	0
Bacteria;Firmicutes;Bacilli;Staphylococcales	-0.47894113340597366	0
Bacteria;Firmicutes;Clostridia;	0.9951460856075451	1
Bacteria;Firmicutes;Clostridia;Christensenellales	0.5897143971669323	0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	0.7023060467279914	1
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group	1.0837588167879482	1
Bacteria;Firmicutes;Clostridia;Clostridiales	-0.32507091955603995	0
Bacteria;Firmicutes;Clostridia;Lachnospirales	0.5278519730412281	1
Bacteria;Firmicutes;Clostridia;Monoglobales	-0.13441290458419475	0
Bacteria;Firmicutes;Clostridia;Oscillospirales	0.5181540836295868	1
Bacteria;Firmicutes;Clostridia;Peptococcales	1.4956517970978973	3
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	-0.4706494287197569	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales	0.31691667644581445	0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales	-1.3644817009771875	1
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	0.8090315862715083	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales	-0.39002907841152146	0
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales	-0.42085921437697316	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	-0.05434292162731036	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	-0.18822905241583676	1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales	-0.6185814930677298	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	-0.20563132781376314	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	0.40065467875252736	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	-1.7226945805541556	21
Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27	-0.07393900329935166	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	-2.2699128779245434	0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales	-0.3633227998866171	2
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	-0.9389126474661389	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales	-0.018769480338395983	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales	3.036433535965166	6
