# Constructed from biom file
#OTU ID	HB1	HB2	HB3	HB4	HB5	N1	N2	N3	N4	N5
Bacteria;Firmicutes;Clostridia;;;	2.0	0.0	0.0	0.0	1.0	1.0	8.0	8.0	0.0	10.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group	7.0	0.0	5.0	15.0	9.0	63.0	29.0	16.0	7.0	28.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	4.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	3.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-007	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	8.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae Ga6A1 group	19.0	149.0	18.0	5.0	10.0	12.0	1.0	1.0	0.0	252.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group	18.0	49.0	9.0	0.0	11.0	13.0	77.0	35.0	30.0	102.0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	18.0	226.0	314.0	340.0	466.0	849.0	21.0	509.0	394.0	12.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	0.0	8.0	19.0	13.0	18.0	15.0	0.0	14.0	14.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;	23.0	23.0	32.0	34.0	59.0	115.0	45.0	54.0	57.0	35.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae FCS020 group	0.0	0.0	0.0	3.0	0.0	39.0	115.0	28.0	56.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Asaccharobacter	4.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;	0.0	2.0	39.0	3.0	2.0	1.0	1.0	3.0	1.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis	78.0	9.0	20.0	43.0	46.0	187.0	164.0	59.0	30.0	78.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003	385.0	298.0	386.0	102.0	97.0	829.0	63.0	0.0	0.0	506.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Anaerobiospirillum	1420.0	341.0	1245.0	1300.0	1031.0	691.0	426.0	0.0	3.0	864.0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;;	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	3.0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;	56.0	264.0	88.0	49.0	58.0	67.0	16.0	0.0	0.0	318.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	2.0	7.0	15.0	26.0	19.0	57.0	50.0	35.0	34.0	11.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;A2	241.0	18.0	22.0	22.0	39.0	214.0	407.0	53.0	29.0	247.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0.0	4.0	6.0	5.0	5.0	11.0	0.0	10.0	6.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella	6.0	2.0	0.0	21.0	0.0	26.0	27.0	14.0	6.0	12.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	0.0	18.0	32.0	18.0	31.0	39.0	0.0	39.0	25.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;	0.0	6.0	0.0	0.0	14.0	5.0	10.0	0.0	0.0	8.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium	631.0	65.0	255.0	446.0	255.0	885.0	1738.0	1122.0	559.0	631.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;	43.0	12.0	46.0	34.0	651.0	151.0	107.0	50.0	44.0	66.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0.0	6.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	13.0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;;;;	1.0	0.0	0.0	0.0	3.0	11.0	0.0	1.0	2.0	1.0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;	3.0	6.0	0.0	2.0	3.0	24.0	40.0	12.0	13.0	3.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;HT002	208.0	84.0	279.0	365.0	400.0	324.0	264.0	188.0	333.0	151.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas	499.0	75.0	89.0	237.0	267.0	814.0	884.0	667.0	140.0	638.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira	0.0	17.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	13.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia-Obesumbacterium	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	179.0	0.0	148.0	61.0	0.0	0.0	132.0	75.0	42.0	40.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae UCG-002	27.0	0.0	5.0	0.0	0.0	0.0	32.0	54.0	0.0	33.0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter	15.0	288.0	285.0	243.0	297.0	460.0	113.0	519.0	393.0	93.0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;;	33.0	14.0	20.0	13.0	15.0	151.0	99.0	38.0	35.0	51.0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group	0.0	0.0	0.0	0.0	29.0	16.0	2.0	4.0	0.0	13.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae;Vogesella	0.0	14.0	27.0	12.0	14.0	31.0	0.0	34.0	9.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae NK3B31 group	515.0	256.0	400.0	69.0	120.0	290.0	93.0	0.0	0.0	507.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter	24.0	10.0	7.0	5.0	9.0	0.0	0.0	0.0	0.0	32.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;	48.0	82.0	69.0	72.0	138.0	319.0	191.0	100.0	402.0	266.0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia	654.0	1768.0	1244.0	262.0	838.0	14298.0	2445.0	52231.0	26474.0	52926.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	2006.0	2682.0	2179.0	2103.0	4628.0	9149.0	6154.0	6053.0	3972.0	4480.0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Fluviimonas	0.0	5.0	15.0	4.0	8.0	18.0	0.0	12.0	8.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	12.0	0.0	6.0	0.0	0.0	0.0	1.0	7.0	10.0	5.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009	7.0	0.0	8.0	14.0	0.0	27.0	11.0	9.0	0.0	19.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus	161.0	86.0	93.0	154.0	269.0	248.0	275.0	137.0	94.0	227.0
;;;;;	2.0	223.0	0.0	76.0	110.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;Pseudoalteromonas	0.0	19.0	33.0	19.0	29.0	26.0	0.0	29.0	33.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus	200.0	38.0	59.0	63.0	48.0	174.0	328.0	207.0	70.0	182.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005	31.0	17.0	28.0	39.0	114.0	181.0	47.0	30.0	12.0	44.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales RF16 group;	6.0	17.0	7.0	4.0	0.0	12.0	0.0	0.0	0.0	24.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-001	109.0	94.0	138.0	67.0	64.0	185.0	140.0	119.0	104.0	159.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella	114.0	11.0	101.0	14.0	22.0	28.0	19.0	7.0	5.0	33.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	43.0	239.0	230.0	235.0	614.0	1725.0	1246.0	984.0	761.0	474.0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio	29.0	50.0	15.0	49.0	29.0	0.0	17.0	0.0	0.0	61.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575	89.0	32.0	90.0	27.0	55.0	32.0	292.0	171.0	140.0	21.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;	0.0	0.0	0.0	0.0	68.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium	0.0	0.0	0.0	0.0	23.0	54.0	8.0	0.0	0.0	3.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	80786.0	93778.0	12825.0	117329.0	90050.0	4993.0	1796.0	5973.0	4125.0	6149.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group	28.0	14.0	17.0	0.0	39.0	66.0	18.0	12.0	15.0	43.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Acetivibrio] ethanolgignens group	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus	226.0	0.0	165.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium	17.0	0.0	20.0	0.0	70.0	10.0	21.0	4.0	11.0	0.0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1	63.0	107.0	161.0	131.0	283.0	740.0	25.0	258.0	133.0	46.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;ASF356	28.0	31.0	58.0	61.0	57.0	280.0	140.0	112.0	95.0	39.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII UCG-001	18.0	0.0	0.0	0.0	0.0	93.0	43.0	15.0	11.0	25.0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] xylanophilum group	167.0	79.0	77.0	95.0	98.0	312.0	216.0	91.0	65.0	204.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group	63.0	25.0	40.0	47.0	57.0	119.0	117.0	149.0	44.0	51.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea	0.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella	16.0	13.0	6.0	99.0	15.0	61.0	32.0	0.0	0.0	26.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella	10.0	0.0	12.0	405.0	5.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus	146.0	13.0	35.0	103.0	48.0	353.0	410.0	117.0	123.0	191.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	4.0	186.0	401.0	175.0	241.0	275.0	0.0	342.0	203.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium	0.0	0.0	0.0	0.0	0.0	36.0	9.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Pygmaiobacter	7.0	0.0	0.0	0.0	9.0	0.0	5.0	0.0	0.0	14.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	1841.0	3.0	2198.0	0.0	0.0	8.0	4.0	1099.0	5.0	3.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella	649.0	1115.0	1214.0	674.0	843.0	13309.0	18186.0	10440.0	16884.0	8536.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus	62.0	6.0	20.0	25.0	31.0	79.0	121.0	97.0	24.0	70.0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	39.0	3.0	4.0	14.0	63.0	11.0	116.0	91.0	25.0	32.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gnavus group	0.0	0.0	0.0	0.0	0.0	0.0	51.0	3.0	23.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Franconibacter	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae AC2044 group	0.0	9.0	26.0	25.0	16.0	28.0	1312.0	764.0	708.0	17.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;;	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	5.0	0.0	3.0	0.0	5.0	0.0	6.0	0.0	0.0	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Rodentibacter	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium	7.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;U29-B03	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea	12.0	7.0	6.0	6.0	9.0	21.0	1.0	20.0	13.0	1.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus	0.0	8.0	15.0	10.0	12.0	12.0	0.0	13.0	4.0	0.0
Bacteria;Firmicutes;Bacilli;;;	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera	0.0	8.0	3.0	7.0	9.0	8.0	0.0	14.0	7.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola	0.0	0.0	0.0	3.0	0.0	5.0	0.0	6.0	2.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;	0.0	4.0	42.0	0.0	2.0	2.0	0.0	0.0	4.0	3.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819	5.0	0.0	0.0	0.0	0.0	28.0	12.0	9.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-008	0.0	0.0	0.0	0.0	0.0	3.0	3.0	7.0	0.0	0.0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
