# Constructed from biom file
#OTU ID	HB1	HB2	HB3	HB4	HB5	N1	N2	N3	N4	N5
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	19.0	0.0	23.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales	361.0	76.0	224.0	107.0	178.0	54.0	109.0	49.0	4.0	178.0
Bacteria;Firmicutes;Clostridia;Monoglobales	28.0	53.0	15.0	48.0	30.0	88.0	52.0	10.0	7.0	95.0
Bacteria;Firmicutes;Clostridia;Clostridiales	135.0	142.0	266.0	186.0	340.0	837.0	41.0	333.0	202.0	55.0
Bacteria;Firmicutes;Clostridia;	2.0	0.0	0.0	0.0	1.0	1.0	8.0	8.0	0.0	10.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	1657.0	98.0	1362.0	77.0	457.0	337.0	299.0	589.0	93.0	276.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales	4.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	3.0
Bacteria;Firmicutes;Bacilli;Staphylococcales	22.0	226.0	314.0	340.0	466.0	849.0	21.0	509.0	394.0	12.0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	3.0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales	95.0	267.0	92.0	63.0	121.0	78.0	137.0	91.0	31.0	350.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	0.0	4.0	6.0	5.0	5.0	11.0	0.0	10.0	6.0	0.0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;;	1.0	0.0	0.0	0.0	3.0	11.0	0.0	1.0	2.0	1.0
Bacteria;Firmicutes;Clostridia;Peptococcales	5.0	9.0	0.0	2.0	3.0	24.0	40.0	12.0	13.0	13.0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales	15.0	288.0	285.0	243.0	297.0	460.0	113.0	519.0	393.0	93.0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group	33.0	14.0	20.0	13.0	15.0	151.0	99.0	38.0	35.0	51.0
Bacteria;Firmicutes;Clostridia;Christensenellales	4.0	0.0	0.0	0.0	33.0	18.0	4.0	4.0	0.0	13.0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales	654.0	1768.0	1244.0	262.0	838.0	14298.0	2445.0	52231.0	26474.0	52926.0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales	0.0	5.0	15.0	4.0	8.0	18.0	0.0	12.0	8.0	0.0
;;;	2.0	223.0	0.0	76.0	110.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales	5.0	0.0	3.0	0.0	5.0	0.0	6.0	0.0	0.0	5.0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales	7.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	3.0	0.0
Bacteria;Firmicutes;Bacilli;	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales	0.0	4.0	42.0	0.0	2.0	2.0	0.0	0.0	4.0	3.0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
Bacteria;Firmicutes;Bacilli;Bacillales	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales	0.0	0.0	0.0	0.0	3.0	6.0	0.0	6.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	25.0	0.0	0.0	0.0	0.0	0.0	28.0	4.0	0.0	20.0
Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27	0.0	9.0	21.0	0.0	8.0	16.0	0.0	14.0	10.0	0.0
Bacteria;Bacteroidota;Bacteroidia;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales	3.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	3.0	0.0
