# Constructed from biom file
#OTU ID	HB1	HB2	HB3	HB4	HB5	N1	N2	N3	N4	N5
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae	1420.0	348.0	1245.0	1300.0	1031.0	696.0	426.0	0.0	3.0	870.0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	3.0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae	95.0	267.0	92.0	63.0	121.0	78.0	137.0	91.0	31.0	350.0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	0.0	4.0	6.0	5.0	5.0	11.0	0.0	10.0	6.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae	27.0	18.0	37.0	18.0	31.0	39.0	32.0	93.0	25.0	33.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae	153.0	19.0	43.0	117.0	65.0	385.0	431.0	126.0	123.0	218.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae	241.0	120.0	280.0	535.0	222.0	334.0	310.0	131.0	418.0	378.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	43.0	12.0	46.0	34.0	651.0	151.0	107.0	50.0	44.0	66.0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;;;	1.0	0.0	0.0	0.0	3.0	11.0	0.0	1.0	2.0	1.0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	5.0	9.0	0.0	2.0	3.0	24.0	40.0	12.0	13.0	13.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae	15.0	288.0	285.0	243.0	297.0	460.0	113.0	519.0	393.0	93.0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;	33.0	14.0	20.0	13.0	15.0	151.0	99.0	38.0	35.0	51.0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae	4.0	0.0	0.0	0.0	33.0	18.0	4.0	4.0	0.0	13.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae	0.0	14.0	27.0	12.0	14.0	31.0	0.0	34.0	9.0	0.0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae	654.0	1768.0	1244.0	262.0	838.0	14298.0	2445.0	52231.0	26474.0	52926.0
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae	0.0	5.0	15.0	4.0	8.0	18.0	0.0	12.0	8.0	0.0
;;;;	2.0	223.0	0.0	76.0	110.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae	0.0	19.0	33.0	19.0	29.0	26.0	0.0	29.0	33.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales RF16 group	6.0	17.0	7.0	4.0	0.0	12.0	0.0	0.0	0.0	24.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	43.0	239.0	230.0	235.0	614.0	1725.0	1246.0	984.0	761.0	474.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae	0.0	0.0	0.0	0.0	215.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	818.0	0.0	651.0	0.0	0.0	3.0	0.0	311.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae	21.0	2.0	20.0	10.0	77.0	10.0	21.0	4.0	11.0	0.0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	98.0	0.0	73.0	3.0	0.0	0.0	0.0	49.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae	4.0	190.0	413.0	180.0	249.0	281.0	0.0	350.0	210.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae	1841.0	3.0	2198.0	0.0	0.0	8.0	4.0	1099.0	5.0	3.0
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	5.0	0.0	3.0	0.0	5.0	0.0	6.0	0.0	0.0	5.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae	0.0	8.0	19.0	10.0	35.0	15.0	0.0	13.0	4.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae	7.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	3.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;;	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae	0.0	8.0	3.0	7.0	9.0	8.0	0.0	14.0	7.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;	0.0	4.0	42.0	0.0	2.0	2.0	0.0	0.0	4.0	3.0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae	0.0	0.0	0.0	0.0	0.0	6.0	7.0	5.0	8.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae	41.0	0.0	65.0	0.0	44.0	5.0	7.0	4.0	3.0	3.0
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae	0.0	0.0	0.0	0.0	3.0	6.0	0.0	6.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae	25.0	0.0	0.0	0.0	0.0	0.0	28.0	4.0	0.0	20.0
Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;	0.0	9.0	21.0	0.0	8.0	16.0	0.0	14.0	10.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
Bacteria;Bacteroidota;Bacteroidia;;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	696.0	54.0	653.0	0.0	353.0	0.0	15.0	0.0	0.0	83.0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	156.0	0.0	294.0	2.0	243.0	4.0	3.0	1517.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0
Bacteria;Firmicutes;Clostridia;Oscillospirales;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae	0.0	6.0	4.0	4.0	11.0	6.0	0.0	7.0	5.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae	0.0	0.0	3.0	3.0	0.0	9.0	0.0	3.0	2.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae	15.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rs-E47 termite group	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;	1.0	1.0	0.0	0.0	0.0	1.0	7.0	0.0	1.0	1.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae	0.0	0.0	10.0	3.0	7.0	5.0	0.0	4.0	0.0	0.0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae	3.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	3.0	0.0
