# Constructed from biom file
#OTU ID	HB1	HB2	HB3	HB4	HB5	N1	N2	N3	N4	N5
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	0.02564329865336417	0.0165303705822982	0.02407734789342762	0.006882711153716181	0.005362954361411175	0.02334742111525994	0.0035703211517165005	0.001661054656965907	0.0008662191201212707	0.03540796724357182
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	0.059925697293028275	0.021592796573127022	0.04145872119401117	0.031461851987227674	0.02592858561628138	0.07018997989413647	0.13489258028792914	0.055558896037520296	0.057295397378021355	0.06467410420368148
Bacteria;;;;	0.001055710912504936	0.0034570726938940944	6.2579201802281e-05	0.0023517079192557295	0.0008785466546471298	1.6412949817405934e-05	1.7718715393134e-05	0.0005486741627081955	0.0	9.018840357506832e-06
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	0.0033444276999202173	0.0015894587098363652	0.0014393216414524633	0.0025861890607650983	0.0035829424437348162	0.007459685692010997	0.007867109634551495	0.0031567554566772895	0.0019989672002798556	0.006069679560602097
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	0.010686050915889658	0.006508833416779916	0.005796398566936279	0.00737236294922104	0.007922198964078902	0.026950063600180544	0.022325581395348838	0.013378630268775178	0.007895920441105429	0.021455821210508753
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae	0.02547406255288628	0.04717513450794332	0.051416636680799134	0.013344735553547907	0.02644807407294229	0.24825407246317344	0.3757076411960133	0.1309301906079009	0.3474371574686412	0.05278727261248749
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae	0.0517459524365969	0.015234961733781562	0.05618830081822306	0.026730850132068055	0.052093996852511114	0.06460137048130975	0.061395348837209304	0.04757681438277915	0.03623128050507238	0.03510132667141659
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;p-2534-18B5 gut group	9.670634313022315e-05	2.384188064754548e-05	0.00010169120292870665	4.8275529134281836e-05	6.875582514629712e-05	0.0	0.0	0.0	0.0	1.8037680715013664e-05
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;	0.0	1.5894587098363652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	0.0	2.384188064754548e-05	2.346720067585538e-05	0.0	2.291860838209904e-05	3.282589963481187e-05	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae	0.021734750618517654	0.031097759657948486	0.021996589433501777	0.007248225874304315	0.019618328775076778	0.05536087973411021	0.04553709856035437	0.05259004269135951	0.029418133964118538	0.06247350715644982
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	0.670868020018213	0.7624792376956028	0.6406702232513024	0.8216357128571528	0.7092850922092011	0.1601903902178819	0.1770719822812846	0.15005862545848114	0.18227249254551814	0.13308200831537081
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	2.46194247261089e-05	2.6578073089700997e-05	0.0	1.665806000233213e-05	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae	0.0001692361004778905	0.000548363254893546	0.00018773760540684303	0.00016551609988896629	4.583721676419808e-05	9.027122399573264e-05	0.00015060908084163897	0.0	0.0	0.001118336204330847
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	0.00029817789131818804	3.973646774590913e-05	0.0004458768128412522	0.00027586016648161046	0.0005424070650430105	0.0008370604406877026	0.00041638981173864893	0.0006914797667007396	0.00039979344005597106	0.0001713579667926298
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae	0.0016440078332137936	0.0003019971548689094	0.00046152161329182244	0.0004689622830187378	0.0003666977341135846	0.0014279266341143161	0.0031627906976744186	0.0015708616439179845	0.0006246772500874548	0.0016865231468537775
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae	0.0	0.0006119416032870006	0.0012046496346939095	0.0006758574078799456	0.0006340814985714067	0.0008698863403225145	0.0	0.0007967049485899826	0.0007995868801119421	0.0
